record_id,date,shift,production_line,product,production_quantity,defective_units,scrap_units,downtime_minutes,defect_category,downtime_reason,good_units,defect_rate,scrap_rate
2841,2025-11-12,Night,Line B,Product Gamma,1195,43,11,40.44,Coating Defect,Changeover,1141,0.036,0.0092
2842,2025-11-12,Morning,Line C,Product Delta,1044,49,9,40.93,Dimensional Error,Mechanical Failure,986,0.0469,0.0086
2843,2025-11-12,Afternoon,Line C,Product Beta,1163,40,8,23.77,Surface Defect,Mechanical Failure,1115,0.0344,0.0069
2844,2025-11-12,Night,Line C,Product Delta,1081,11,2,9.02,Coating Defect,,1068,0.0102,0.0019
2845,2025-11-13,Morning,Line A,Product Alpha,1467,88,25,21.3,Dimensional Error,Quality Issue,1354,0.06,0.017
2846,2025-11-13,Afternoon,Line A,Product Gamma,1524,49,7,22.87,Assembly Error,Quality Issue,1468,0.0322,0.0046
2847,2025-11-13,Night,Line A,Product Delta,1365,60,14,43.47,Surface Defect,Material Shortage,1291,0.044,0.0103
2848,2025-11-13,Morning,Line B,Product Beta,1198,11,1,62.77,Dimensional Error,Maintenance,1186,0.0092,0.0008
2849,2025-11-13,Afternoon,Line B,Product Beta,1219,31,3,12.01,Coating Defect,,1185,0.0254,0.0025
2850,2025-11-13,Night,Line B,Product Gamma,1179,17,4,64.31,Assembly Error,Quality Issue,1158,0.0144,0.0034
2851,2025-11-13,Morning,Line C,Product Gamma,1047,42,8,68.38,Dimensional Error,Maintenance,997,0.0401,0.0076
2852,2025-11-13,Afternoon,Line C,Product Alpha,1126,23,2,38.27,Assembly Error,Quality Issue,1101,0.0204,0.0018
2853,2025-11-13,Night,Line C,Product Beta,973,44,7,19.95,Surface Defect,Maintenance,922,0.0452,0.0072
2854,2025-11-14,Morning,Line A,Product Delta,1483,42,7,33.83,Dimensional Error,Material Shortage,1434,0.0283,0.0047
2855,2025-11-14,Afternoon,Line A,Product Alpha,1396,37,9,55.42,Assembly Error,Maintenance,1350,0.0265,0.0064
2856,2025-11-14,Night,Line A,Product Delta,1339,63,9,13.7,Dimensional Error,,1267,0.0471,0.0067
2857,2025-11-14,Morning,Line B,Product Delta,1311,22,5,51.89,Surface Defect,Maintenance,1284,0.0168,0.0038
2858,2025-11-14,Afternoon,Line B,Product Delta,1247,40,8,62.19,Surface Defect,Quality Issue,1199,0.0321,0.0064
2859,2025-11-14,Night,Line B,Product Delta,1118,11,1,37.83,Coating Defect,Changeover,1106,0.0098,0.0009
2860,2025-11-14,Morning,Line C,Product Delta,1115,60,11,33.36,Surface Defect,Mechanical Failure,1044,0.0538,0.0099
2861,2025-11-14,Afternoon,Line C,Product Delta,1081,32,3,53.55,Coating Defect,Changeover,1046,0.0296,0.0028
2862,2025-11-14,Night,Line C,Product Gamma,1104,47,11,47.01,Dimensional Error,Mechanical Failure,1046,0.0426,0.01
2863,2025-11-15,Morning,Line A,Product Gamma,1468,39,7,29.89,Assembly Error,Quality Issue,1422,0.0266,0.0048
2864,2025-11-15,Afternoon,Line A,Product Delta,1501,35,3,80.15,Assembly Error,Maintenance,1463,0.0233,0.002
2865,2025-11-15,Night,Line A,Product Delta,1443,36,6,15.99,Surface Defect,Maintenance,1401,0.0249,0.0042
2866,2025-11-15,Morning,Line B,Product Delta,1222,57,16,47.1,Surface Defect,Quality Issue,1149,0.0466,0.0131
2867,2025-11-15,Afternoon,Line B,Product Gamma,1256,55,5,68.9,Coating Defect,Maintenance,1196,0.0438,0.004
2868,2025-11-15,Night,Line B,Product Gamma,1095,43,7,12.21,Surface Defect,,1045,0.0393,0.0064
2869,2025-11-15,Morning,Line C,Product Delta,1106,33,5,12.01,Assembly Error,,1068,0.0298,0.0045
2870,2025-11-15,Afternoon,Line C,Product Delta,1098,48,10,14.29,Assembly Error,,1040,0.0437,0.0091
2871,2025-11-15,Night,Line C,Product Beta,955,52,13,81.76,Assembly Error,Mechanical Failure,890,0.0545,0.0136
2872,2025-11-16,Morning,Line A,Product Gamma,1411,55,5,26.88,Dimensional Error,Material Shortage,1351,0.039,0.0035
2873,2025-11-16,Afternoon,Line A,Product Delta,1537,89,23,56.03,Coating Defect,Changeover,1425,0.0579,0.015
2874,2025-11-16,Night,Line A,Product Alpha,1395,54,8,79.85,Surface Defect,Mechanical Failure,1333,0.0387,0.0057
2875,2025-11-16,Morning,Line B,Product Gamma,1335,46,6,41.38,Assembly Error,Maintenance,1283,0.0345,0.0045
2876,2025-11-16,Afternoon,Line B,Product Gamma,1246,20,3,53.53,Dimensional Error,Quality Issue,1223,0.0161,0.0024
2877,2025-11-16,Night,Line B,Product Beta,1245,19,3,51.34,Coating Defect,Quality Issue,1223,0.0153,0.0024
2878,2025-11-16,Morning,Line C,Product Delta,1109,20,2,55.62,Assembly Error,Changeover,1087,0.018,0.0018
2879,2025-11-16,Afternoon,Line C,Product Alpha,1066,12,3,10.09,Coating Defect,,1051,0.0113,0.0028
2880,2025-11-16,Night,Line C,Product Beta,1114,66,11,29.45,Dimensional Error,Changeover,1037,0.0592,0.0099
2881,2025-11-17,Morning,Line A,Product Beta,1456,84,7,46.14,Coating Defect,Quality Issue,1365,0.0577,0.0048
2882,2025-11-17,Afternoon,Line A,Product Beta,1524,26,4,48.27,Assembly Error,Mechanical Failure,1494,0.0171,0.0026
2883,2025-11-17,Night,Line A,Product Gamma,1376,75,16,14.08,Surface Defect,,1285,0.0545,0.0116
2884,2025-11-17,Morning,Line B,Product Alpha,1272,36,8,55.24,Dimensional Error,Changeover,1228,0.0283,0.0063
2885,2025-11-17,Afternoon,Line B,Product Beta,1317,28,4,32.38,Assembly Error,Quality Issue,1285,0.0213,0.003
2886,2025-11-17,Night,Line B,Product Beta,1130,26,4,34.31,Coating Defect,Quality Issue,1100,0.023,0.0035
2887,2025-11-17,Morning,Line C,Product Gamma,1216,65,8,35.92,Dimensional Error,Material Shortage,1143,0.0535,0.0066
2888,2025-11-17,Afternoon,Line C,Product Gamma,1081,38,6,8.43,Assembly Error,,1037,0.0352,0.0056
2889,2025-11-17,Night,Line C,Product Beta,1008,40,10,62.11,Assembly Error,Quality Issue,958,0.0397,0.0099
2890,2025-11-18,Morning,Line A,Product Beta,1538,50,11,23.25,Dimensional Error,Changeover,1477,0.0325,0.0072
2891,2025-11-18,Afternoon,Line A,Product Alpha,1408,61,12,66.19,Dimensional Error,Changeover,1335,0.0433,0.0085
2892,2025-11-18,Night,Line A,Product Beta,1340,33,3,26.52,Surface Defect,Mechanical Failure,1304,0.0246,0.0022
2893,2025-11-18,Morning,Line B,Product Delta,1356,47,11,13.35,Assembly Error,,1298,0.0347,0.0081
2894,2025-11-18,Afternoon,Line B,Product Delta,1165,14,4,79.38,Surface Defect,Mechanical Failure,1147,0.012,0.0034
2895,2025-11-18,Night,Line B,Product Beta,1088,12,2,16.84,Coating Defect,Mechanical Failure,1074,0.011,0.0018
2896,2025-11-18,Morning,Line C,Product Gamma,1188,40,11,73.56,Surface Defect,Maintenance,1137,0.0337,0.0093
2897,2025-11-18,Afternoon,Line C,Product Alpha,1189,46,5,32.71,Surface Defect,Changeover,1138,0.0387,0.0042
2898,2025-11-18,Night,Line C,Product Delta,1025,13,4,41.64,Dimensional Error,Changeover,1008,0.0127,0.0039
2899,2025-11-19,Morning,Line A,Product Beta,1483,39,5,58.39,Assembly Error,Maintenance,1439,0.0263,0.0034
2900,2025-11-19,Afternoon,Line A,Product Delta,1491,49,12,42.66,Assembly Error,Quality Issue,1430,0.0329,0.008
2901,2025-11-19,Night,Line A,Product Delta,1361,27,6,31.38,Surface Defect,Mechanical Failure,1328,0.0198,0.0044
2902,2025-11-19,Morning,Line B,Product Beta,1210,48,13,73.27,Surface Defect,Quality Issue,1149,0.0397,0.0107
2903,2025-11-19,Afternoon,Line B,Product Beta,1161,23,4,33.4,Coating Defect,Maintenance,1134,0.0198,0.0034
2904,2025-11-19,Night,Line B,Product Alpha,1131,66,9,17.15,Surface Defect,Maintenance,1056,0.0584,0.008
2905,2025-11-19,Morning,Line C,Product Gamma,1053,22,5,33.5,Coating Defect,Changeover,1026,0.0209,0.0047
2906,2025-11-19,Afternoon,Line C,Product Delta,1012,22,2,59.31,Coating Defect,Changeover,988,0.0217,0.002
2907,2025-11-19,Night,Line C,Product Alpha,1080,24,6,29.04,Surface Defect,Maintenance,1050,0.0222,0.0056
2908,2025-11-20,Morning,Line A,Product Alpha,1416,14,4,65.65,Dimensional Error,Quality Issue,1398,0.0099,0.0028
2909,2025-11-20,Afternoon,Line A,Product Beta,1477,33,9,12.28,Dimensional Error,,1435,0.0223,0.0061
2910,2025-11-20,Night,Line A,Product Alpha,1290,77,12,74.51,Dimensional Error,Quality Issue,1201,0.0597,0.0093
2911,2025-11-20,Morning,Line B,Product Alpha,1234,31,3,51.2,Surface Defect,Mechanical Failure,1200,0.0251,0.0024
2912,2025-11-20,Afternoon,Line B,Product Alpha,1332,59,13,34.33,Surface Defect,Quality Issue,1260,0.0443,0.0098
2913,2025-11-20,Night,Line B,Product Gamma,1228,11,1,8.05,Surface Defect,,1216,0.009,0.0008
2914,2025-11-20,Morning,Line C,Product Gamma,1112,59,5,63.61,Coating Defect,Mechanical Failure,1048,0.0531,0.0045
2915,2025-11-20,Afternoon,Line C,Product Delta,1018,26,6,47.18,Dimensional Error,Material Shortage,986,0.0255,0.0059
2916,2025-11-20,Night,Line C,Product Beta,1021,34,6,58.18,Coating Defect,Material Shortage,981,0.0333,0.0059
2917,2025-11-21,Morning,Line A,Product Beta,1538,47,8,70.98,Surface Defect,Quality Issue,1483,0.0306,0.0052
2918,2025-11-21,Afternoon,Line A,Product Delta,1512,18,1,58.96,Dimensional Error,Maintenance,1493,0.0119,0.0007
2919,2025-11-21,Night,Line A,Product Delta,1359,50,5,55.51,Dimensional Error,Maintenance,1304,0.0368,0.0037
2920,2025-11-21,Morning,Line B,Product Beta,1363,51,7,74.0,Coating Defect,Mechanical Failure,1305,0.0374,0.0051
2921,2025-11-21,Afternoon,Line B,Product Delta,1255,56,16,50.6,Surface Defect,Mechanical Failure,1183,0.0446,0.0127
2922,2025-11-21,Night,Line B,Product Delta,1249,33,8,61.81,Coating Defect,Material Shortage,1208,0.0264,0.0064
2923,2025-11-21,Morning,Line C,Product Gamma,1057,28,4,11.06,Surface Defect,,1025,0.0265,0.0038
2924,2025-11-21,Afternoon,Line C,Product Beta,1157,20,2,60.61,Coating Defect,Material Shortage,1135,0.0173,0.0017
2925,2025-11-21,Night,Line C,Product Alpha,1089,13,4,80.84,Coating Defect,Mechanical Failure,1072,0.0119,0.0037
2926,2025-11-22,Morning,Line A,Product Beta,1548,78,7,32.8,Assembly Error,Changeover,1463,0.0504,0.0045
2927,2025-11-22,Afternoon,Line A,Product Beta,1416,40,7,51.84,Dimensional Error,Changeover,1369,0.0282,0.0049
2928,2025-11-22,Night,Line A,Product Beta,1448,69,19,19.35,Coating Defect,Quality Issue,1360,0.0477,0.0131
2929,2025-11-22,Morning,Line B,Product Gamma,1250,53,6,44.61,Coating Defect,Changeover,1191,0.0424,0.0048
2930,2025-11-22,Afternoon,Line B,Product Delta,1168,51,9,22.38,Dimensional Error,Maintenance,1108,0.0437,0.0077
2931,2025-11-22,Night,Line B,Product Beta,1242,56,8,11.49,Coating Defect,,1178,0.0451,0.0064
2932,2025-11-22,Morning,Line C,Product Gamma,1108,65,11,45.98,Dimensional Error,Mechanical Failure,1032,0.0587,0.0099
2933,2025-11-22,Afternoon,Line C,Product Delta,1144,35,10,8.96,Dimensional Error,,1099,0.0306,0.0087
2934,2025-11-22,Night,Line C,Product Gamma,947,35,9,42.72,Surface Defect,Quality Issue,903,0.037,0.0095
2935,2025-11-23,Morning,Line A,Product Alpha,1418,20,4,48.93,Coating Defect,Changeover,1394,0.0141,0.0028
2936,2025-11-23,Afternoon,Line A,Product Alpha,1371,74,21,48.84,Coating Defect,Changeover,1276,0.054,0.0153
2937,2025-11-23,Night,Line A,Product Delta,1345,49,11,48.27,Dimensional Error,Changeover,1285,0.0364,0.0082
2938,2025-11-23,Morning,Line B,Product Delta,1339,28,8,19.49,Surface Defect,Maintenance,1303,0.0209,0.006
2939,2025-11-23,Afternoon,Line B,Product Delta,1316,67,19,11.36,Dimensional Error,,1230,0.0509,0.0144
2940,2025-11-23,Night,Line B,Product Gamma,1090,68,19,53.75,Surface Defect,Material Shortage,1003,0.0624,0.0174
2941,2025-11-23,Morning,Line C,Product Delta,1124,51,13,75.99,Coating Defect,Changeover,1060,0.0454,0.0116
2942,2025-11-23,Afternoon,Line C,Product Alpha,1038,33,9,8.35,Surface Defect,,996,0.0318,0.0087
2943,2025-11-23,Night,Line C,Product Beta,984,59,8,75.06,Surface Defect,Changeover,917,0.06,0.0081
2944,2025-11-24,Morning,Line A,Product Delta,1526,71,14,10.61,Surface Defect,,1441,0.0465,0.0092
2945,2025-11-24,Afternoon,Line A,Product Delta,1528,28,6,79.7,Surface Defect,Mechanical Failure,1494,0.0183,0.0039
2946,2025-11-24,Night,Line A,Product Gamma,1436,15,2,76.44,Surface Defect,Maintenance,1419,0.0104,0.0014
2947,2025-11-24,Morning,Line B,Product Gamma,1293,49,6,56.4,Dimensional Error,Maintenance,1238,0.0379,0.0046
2948,2025-11-24,Afternoon,Line B,Product Gamma,1210,56,10,61.18,Coating Defect,Maintenance,1144,0.0463,0.0083
2949,2025-11-24,Night,Line B,Product Beta,1204,30,7,65.53,Dimensional Error,Changeover,1167,0.0249,0.0058
2950,2025-11-24,Morning,Line C,Product Alpha,1223,20,2,26.87,Coating Defect,Mechanical Failure,1201,0.0164,0.0016
2951,2025-11-24,Afternoon,Line C,Product Delta,1121,33,3,13.57,Dimensional Error,,1085,0.0294,0.0027
2952,2025-11-24,Night,Line C,Product Alpha,1090,11,2,57.3,Dimensional Error,Material Shortage,1077,0.0101,0.0018
2953,2025-11-25,Morning,Line A,Product Delta,1439,67,7,42.35,Assembly Error,Quality Issue,1365,0.0466,0.0049
2954,2025-11-25,Afternoon,Line A,Product Beta,1416,63,10,36.42,Assembly Error,Quality Issue,1343,0.0445,0.0071
2955,2025-11-25,Night,Line A,Product Beta,1361,68,17,76.7,Coating Defect,Maintenance,1276,0.05,0.0125
2956,2025-11-25,Morning,Line B,Product Delta,1349,38,8,28.23,Dimensional Error,Mechanical Failure,1303,0.0282,0.0059
2957,2025-11-25,Afternoon,Line B,Product Gamma,1274,14,2,38.54,Coating Defect,Mechanical Failure,1258,0.011,0.0016
2958,2025-11-25,Night,Line B,Product Alpha,1091,50,7,29.88,Dimensional Error,Changeover,1034,0.0458,0.0064
2959,2025-11-25,Morning,Line C,Product Beta,1097,68,18,60.54,Dimensional Error,Changeover,1011,0.062,0.0164
2960,2025-11-25,Afternoon,Line C,Product Delta,1094,59,6,82.19,Assembly Error,Maintenance,1029,0.0539,0.0055
2961,2025-11-25,Night,Line C,Product Beta,1046,52,12,35.75,Dimensional Error,Quality Issue,982,0.0497,0.0115
2962,2025-11-26,Morning,Line A,Product Delta,1487,31,4,15.02,Dimensional Error,Changeover,1452,0.0208,0.0027
2963,2025-11-26,Afternoon,Line A,Product Delta,1536,44,6,45.73,Coating Defect,Material Shortage,1486,0.0286,0.0039
2964,2025-11-26,Night,Line A,Product Beta,1423,33,4,67.25,Assembly Error,Material Shortage,1386,0.0232,0.0028
2965,2025-11-26,Morning,Line B,Product Delta,1362,79,20,48.51,Surface Defect,Maintenance,1263,0.058,0.0147
2966,2025-11-26,Afternoon,Line B,Product Gamma,1313,65,19,31.95,Coating Defect,Maintenance,1229,0.0495,0.0145
2967,2025-11-26,Night,Line B,Product Delta,1157,56,11,50.04,Dimensional Error,Maintenance,1090,0.0484,0.0095
2968,2025-11-26,Morning,Line C,Product Delta,1102,22,4,19.42,Assembly Error,Mechanical Failure,1076,0.02,0.0036
2969,2025-11-26,Afternoon,Line C,Product Alpha,1108,29,3,74.59,Dimensional Error,Quality Issue,1076,0.0262,0.0027
2970,2025-11-26,Night,Line C,Product Delta,1068,66,15,34.11,Assembly Error,Maintenance,987,0.0618,0.014
2971,2025-11-27,Morning,Line A,Product Beta,1505,50,5,61.57,Assembly Error,Changeover,1450,0.0332,0.0033
2972,2025-11-27,Afternoon,Line A,Product Beta,1375,60,14,60.42,Assembly Error,Maintenance,1301,0.0436,0.0102
2973,2025-11-27,Night,Line A,Product Delta,1360,24,6,53.7,Surface Defect,Mechanical Failure,1330,0.0176,0.0044
2974,2025-11-27,Morning,Line B,Product Gamma,1233,47,7,21.27,Dimensional Error,Maintenance,1179,0.0381,0.0057
2975,2025-11-27,Afternoon,Line B,Product Beta,1259,71,17,71.21,Dimensional Error,Maintenance,1171,0.0564,0.0135
2976,2025-11-27,Night,Line B,Product Beta,1150,14,4,73.11,Assembly Error,Mechanical Failure,1132,0.0122,0.0035
2977,2025-11-27,Morning,Line C,Product Beta,1073,56,6,43.65,Dimensional Error,Material Shortage,1011,0.0522,0.0056
2978,2025-11-27,Afternoon,Line C,Product Gamma,1178,37,5,29.4,Assembly Error,Maintenance,1136,0.0314,0.0042
2979,2025-11-27,Night,Line C,Product Delta,1030,13,2,61.76,Assembly Error,Maintenance,1015,0.0126,0.0019
2980,2025-11-28,Morning,Line A,Product Alpha,1576,21,3,48.78,Assembly Error,Quality Issue,1552,0.0133,0.0019
2981,2025-11-28,Afternoon,Line A,Product Delta,1413,76,17,22.22,Assembly Error,Mechanical Failure,1320,0.0538,0.012
2982,2025-11-28,Night,Line A,Product Gamma,1356,11,2,55.8,Assembly Error,Maintenance,1343,0.0081,0.0015
2983,2025-11-28,Morning,Line B,Product Alpha,1217,36,4,8.91,Assembly Error,,1177,0.0296,0.0033
2984,2025-11-28,Afternoon,Line B,Product Delta,1313,25,4,28.54,Dimensional Error,Quality Issue,1284,0.019,0.003
2985,2025-11-28,Night,Line B,Product Alpha,1217,32,4,76.33,Coating Defect,Quality Issue,1181,0.0263,0.0033
2986,2025-11-28,Morning,Line C,Product Alpha,1180,18,3,24.72,Coating Defect,Maintenance,1159,0.0153,0.0025
2987,2025-11-28,Afternoon,Line C,Product Beta,1080,25,4,82.58,Assembly Error,Changeover,1051,0.0231,0.0037
2988,2025-11-28,Night,Line C,Product Beta,1015,18,3,38.36,Surface Defect,Mechanical Failure,994,0.0177,0.003
2989,2025-11-29,Morning,Line A,Product Delta,1545,70,16,50.11,Coating Defect,Quality Issue,1459,0.0453,0.0104
2990,2025-11-29,Afternoon,Line A,Product Delta,1401,41,6,77.7,Assembly Error,Material Shortage,1354,0.0293,0.0043
2991,2025-11-29,Night,Line A,Product Beta,1358,36,6,17.15,Coating Defect,Mechanical Failure,1316,0.0265,0.0044
2992,2025-11-29,Morning,Line B,Product Gamma,1324,31,3,78.58,Dimensional Error,Material Shortage,1290,0.0234,0.0023
2993,2025-11-29,Afternoon,Line B,Product Beta,1227,19,5,46.23,Dimensional Error,Material Shortage,1203,0.0155,0.0041
2994,2025-11-29,Night,Line B,Product Delta,1196,14,1,59.4,Assembly Error,Maintenance,1181,0.0117,0.0008
2995,2025-11-29,Morning,Line C,Product Alpha,1123,23,5,47.01,Coating Defect,Maintenance,1095,0.0205,0.0045
2996,2025-11-29,Afternoon,Line C,Product Alpha,1075,21,2,59.49,Coating Defect,Quality Issue,1052,0.0195,0.0019
2997,2025-11-29,Night,Line C,Product Beta,1061,14,1,40.58,Dimensional Error,Maintenance,1046,0.0132,0.0009
2998,2025-11-30,Morning,Line A,Product Beta,1503,85,25,70.18,Dimensional Error,Quality Issue,1393,0.0566,0.0166
2999,2025-11-30,Afternoon,Line A,Product Delta,1444,86,10,38.26,Assembly Error,Quality Issue,1348,0.0596,0.0069
3000,2025-11-30,Night,Line A,Product Beta,1323,11,2,66.25,Surface Defect,Mechanical Failure,1310,0.0083,0.0015
3001,2025-11-30,Morning,Line B,Product Alpha,1229,48,11,46.46,Surface Defect,Mechanical Failure,1170,0.0391,0.009
3002,2025-11-30,Afternoon,Line B,Product Alpha,1319,61,17,33.77,Assembly Error,Changeover,1241,0.0462,0.0129
3003,2025-11-30,Night,Line B,Product Gamma,1214,41,4,12.04,Dimensional Error,,1169,0.0338,0.0033
3004,2025-11-30,Morning,Line C,Product Alpha,1069,47,11,9.91,Dimensional Error,,1011,0.044,0.0103
3005,2025-11-30,Afternoon,Line C,Product Delta,1057,35,3,21.81,Dimensional Error,Quality Issue,1019,0.0331,0.0028
3006,2025-11-30,Night,Line C,Product Gamma,1024,34,4,42.25,Surface Defect,Quality Issue,986,0.0332,0.0039
3007,2025-12-01,Morning,Line A,Product Alpha,1417,57,17,40.15,Assembly Error,Maintenance,1343,0.0402,0.012
3008,2025-12-01,Afternoon,Line A,Product Delta,1506,91,20,80.58,Surface Defect,Changeover,1395,0.0604,0.0133
3009,2025-12-01,Night,Line A,Product Beta,1359,54,16,42.19,Assembly Error,Quality Issue,1289,0.0397,0.0118
3010,2025-12-01,Morning,Line B,Product Beta,1214,70,9,13.3,Coating Defect,,1135,0.0577,0.0074
3011,2025-12-01,Afternoon,Line B,Product Alpha,1170,57,12,8.8,Surface Defect,,1101,0.0487,0.0103
3012,2025-12-01,Night,Line B,Product Gamma,1119,55,7,56.73,Surface Defect,Maintenance,1057,0.0492,0.0063
3013,2025-12-01,Morning,Line C,Product Alpha,1156,29,7,57.7,Surface Defect,Maintenance,1120,0.0251,0.0061
3014,2025-12-01,Afternoon,Line C,Product Beta,1058,28,3,60.58,Surface Defect,Changeover,1027,0.0265,0.0028
3015,2025-12-01,Night,Line C,Product Alpha,1108,34,6,14.72,Surface Defect,,1068,0.0307,0.0054
3016,2025-12-02,Morning,Line A,Product Gamma,1532,30,4,74.92,Assembly Error,Material Shortage,1498,0.0196,0.0026
3017,2025-12-02,Afternoon,Line A,Product Delta,1459,25,3,66.83,Assembly Error,Maintenance,1431,0.0171,0.0021
3018,2025-12-02,Night,Line A,Product Gamma,1350,35,10,78.27,Surface Defect,Quality Issue,1305,0.0259,0.0074
3019,2025-12-02,Morning,Line B,Product Gamma,1355,44,4,18.32,Dimensional Error,Maintenance,1307,0.0325,0.003
3020,2025-12-02,Afternoon,Line B,Product Beta,1237,47,11,59.13,Surface Defect,Mechanical Failure,1179,0.038,0.0089
3021,2025-12-02,Night,Line B,Product Alpha,1147,55,8,28.08,Assembly Error,Changeover,1084,0.048,0.007
3022,2025-12-02,Morning,Line C,Product Gamma,1052,39,11,33.9,Coating Defect,Mechanical Failure,1002,0.0371,0.0105
3023,2025-12-02,Afternoon,Line C,Product Gamma,1034,24,3,11.27,Coating Defect,,1007,0.0232,0.0029
3024,2025-12-02,Night,Line C,Product Beta,1046,46,13,74.08,Surface Defect,Quality Issue,987,0.044,0.0124
3025,2025-12-03,Morning,Line A,Product Gamma,1549,54,9,68.41,Dimensional Error,Maintenance,1486,0.0349,0.0058
3026,2025-12-03,Afternoon,Line A,Product Beta,1387,76,21,55.59,Assembly Error,Maintenance,1290,0.0548,0.0151
3027,2025-12-03,Night,Line A,Product Gamma,1377,37,5,47.68,Surface Defect,Quality Issue,1335,0.0269,0.0036
3028,2025-12-03,Morning,Line B,Product Delta,1245,59,15,77.61,Coating Defect,Quality Issue,1171,0.0474,0.012
3029,2025-12-03,Afternoon,Line B,Product Alpha,1173,28,3,20.61,Coating Defect,Changeover,1142,0.0239,0.0026
3030,2025-12-03,Night,Line B,Product Gamma,1115,44,9,40.11,Dimensional Error,Changeover,1062,0.0395,0.0081
3031,2025-12-03,Morning,Line C,Product Beta,1170,39,6,72.98,Assembly Error,Changeover,1125,0.0333,0.0051
3032,2025-12-03,Afternoon,Line C,Product Gamma,1094,66,15,12.65,Coating Defect,,1013,0.0603,0.0137
3033,2025-12-03,Night,Line C,Product Alpha,1079,57,11,45.3,Coating Defect,Changeover,1011,0.0528,0.0102
3034,2025-12-04,Morning,Line A,Product Gamma,1530,95,11,73.37,Assembly Error,Quality Issue,1424,0.0621,0.0072
3035,2025-12-04,Afternoon,Line A,Product Gamma,1374,69,13,34.67,Assembly Error,Mechanical Failure,1292,0.0502,0.0095
3036,2025-12-04,Night,Line A,Product Delta,1400,58,9,62.42,Surface Defect,Changeover,1333,0.0414,0.0064
3037,2025-12-04,Morning,Line B,Product Gamma,1208,39,6,60.33,Dimensional Error,Material Shortage,1163,0.0323,0.005
3038,2025-12-04,Afternoon,Line B,Product Alpha,1180,28,4,26.44,Assembly Error,Changeover,1148,0.0237,0.0034
3039,2025-12-04,Night,Line B,Product Gamma,1124,70,6,24.64,Assembly Error,Material Shortage,1048,0.0623,0.0053
3040,2025-12-04,Morning,Line C,Product Alpha,1174,16,1,17.47,Coating Defect,Material Shortage,1157,0.0136,0.0009
3041,2025-12-04,Afternoon,Line C,Product Alpha,1143,25,3,40.99,Coating Defect,Material Shortage,1115,0.0219,0.0026
3042,2025-12-04,Night,Line C,Product Delta,973,33,9,70.12,Dimensional Error,Maintenance,931,0.0339,0.0092
3043,2025-12-05,Morning,Line A,Product Beta,1543,69,13,10.57,Surface Defect,,1461,0.0447,0.0084
3044,2025-12-05,Afternoon,Line A,Product Beta,1419,66,10,11.68,Coating Defect,,1343,0.0465,0.007
3045,2025-12-05,Night,Line A,Product Delta,1357,67,9,66.12,Surface Defect,Changeover,1281,0.0494,0.0066
3046,2025-12-05,Morning,Line B,Product Alpha,1299,19,3,49.25,Coating Defect,Changeover,1277,0.0146,0.0023
3047,2025-12-05,Afternoon,Line B,Product Gamma,1169,53,13,20.45,Dimensional Error,Quality Issue,1103,0.0453,0.0111
3048,2025-12-05,Night,Line B,Product Delta,1241,66,17,28.53,Assembly Error,Maintenance,1158,0.0532,0.0137
3049,2025-12-05,Morning,Line C,Product Alpha,1059,40,12,35.45,Coating Defect,Changeover,1007,0.0378,0.0113
3050,2025-12-05,Afternoon,Line C,Product Delta,1169,61,7,25.94,Dimensional Error,Maintenance,1101,0.0522,0.006
3051,2025-12-05,Night,Line C,Product Alpha,978,55,6,58.43,Coating Defect,Changeover,917,0.0562,0.0061
3052,2025-12-06,Morning,Line A,Product Beta,1448,62,6,22.09,Assembly Error,Changeover,1380,0.0428,0.0041
3053,2025-12-06,Afternoon,Line A,Product Alpha,1446,53,15,73.82,Coating Defect,Material Shortage,1378,0.0367,0.0104
3054,2025-12-06,Night,Line A,Product Beta,1396,80,9,61.11,Coating Defect,Maintenance,1307,0.0573,0.0064
3055,2025-12-06,Morning,Line B,Product Delta,1258,18,4,26.99,Surface Defect,Mechanical Failure,1236,0.0143,0.0032
3056,2025-12-06,Afternoon,Line B,Product Beta,1287,22,2,58.16,Assembly Error,Changeover,1263,0.0171,0.0016
3057,2025-12-06,Night,Line B,Product Gamma,1244,73,20,30.63,Coating Defect,Changeover,1151,0.0587,0.0161
3058,2025-12-06,Morning,Line C,Product Beta,1109,22,4,18.62,Assembly Error,Maintenance,1083,0.0198,0.0036
3059,2025-12-06,Afternoon,Line C,Product Delta,1188,12,1,64.71,Coating Defect,Quality Issue,1175,0.0101,0.0008
3060,2025-12-06,Night,Line C,Product Delta,1006,50,14,58.07,Coating Defect,Quality Issue,942,0.0497,0.0139
3061,2025-12-07,Morning,Line A,Product Delta,1508,37,9,59.6,Dimensional Error,Mechanical Failure,1462,0.0245,0.006
3062,2025-12-07,Afternoon,Line A,Product Gamma,1476,61,14,79.09,Assembly Error,Material Shortage,1401,0.0413,0.0095
3063,2025-12-07,Night,Line A,Product Beta,1314,79,23,39.45,Coating Defect,Quality Issue,1212,0.0601,0.0175
3064,2025-12-07,Morning,Line B,Product Alpha,1301,43,4,69.01,Coating Defect,Maintenance,1254,0.0331,0.0031
3065,2025-12-07,Afternoon,Line B,Product Delta,1280,51,6,67.44,Dimensional Error,Mechanical Failure,1223,0.0398,0.0047
3066,2025-12-07,Night,Line B,Product Beta,1255,13,1,43.98,Coating Defect,Maintenance,1241,0.0104,0.0008
