record_id,date,shift,production_line,product,production_quantity,defective_units,scrap_units,downtime_minutes,defect_category,downtime_reason
2430,2025-09-27,Night,Line C,Product Beta,1098,61,7,72.55,Dimensional Error,Mechanical Failure
2431,2025-09-28,Morning,Line A,Product Alpha,1566,69,10,74.91,Surface Defect,Maintenance
2432,2025-09-28,Afternoon,Line A,Product Beta,1366,23,2,21.2,Coating Defect,Changeover
2433,2025-09-28,Night,Line A,Product Alpha,1371,49,7,22.06,Dimensional Error,Maintenance
2434,2025-09-28,Morning,Line B,Product Alpha,1305,49,5,28.27,Surface Defect,Material Shortage
2435,2025-09-28,Afternoon,Line B,Product Delta,1197,45,9,74.71,Coating Defect,Changeover
2436,2025-09-28,Night,Line B,Product Alpha,1247,49,5,31.27,Coating Defect,Quality Issue
2437,2025-09-28,Morning,Line C,Product Delta,1061,19,5,74.19,Coating Defect,Mechanical Failure
2438,2025-09-28,Afternoon,Line C,Product Beta,1122,27,8,51.24,Surface Defect,Material Shortage
2439,2025-09-28,Night,Line C,Product Delta,1097,45,5,61.25,Coating Defect,Material Shortage
2440,2025-09-29,Morning,Line A,Product Gamma,1462,72,15,47.2,Assembly Error,Maintenance
2441,2025-09-29,Afternoon,Line A,Product Gamma,1365,44,7,35.18,Coating Defect,Mechanical Failure
2442,2025-09-29,Night,Line A,Product Gamma,1302,72,9,9.98,Surface Defect,None
2443,2025-09-29,Morning,Line B,Product Beta,1314,53,15,32.69,Coating Defect,Quality Issue
2444,2025-09-29,Afternoon,Line B,Product Alpha,1225,10,1,42.14,Surface Defect,Changeover
2445,2025-09-29,Night,Line B,Product Gamma,1086,33,3,67.66,Dimensional Error,Quality Issue
2446,2025-09-29,Morning,Line C,Product Delta,1199,71,7,52.55,Dimensional Error,Mechanical Failure
2447,2025-09-29,Afternoon,Line C,Product Beta,1038,29,5,61.97,Coating Defect,Mechanical Failure
2448,2025-09-29,Night,Line C,Product Delta,975,9,2,61.62,Surface Defect,Mechanical Failure
2449,2025-09-30,Morning,Line A,Product Gamma,1547,75,19,28.87,Assembly Error,Maintenance
2450,2025-09-30,Afternoon,Line A,Product Beta,1527,25,6,73.36,Surface Defect,Maintenance
2451,2025-09-30,Night,Line A,Product Alpha,1365,63,11,34.34,Coating Defect,Mechanical Failure
2452,2025-09-30,Morning,Line B,Product Beta,1345,50,6,16.77,Dimensional Error,Quality Issue
2453,2025-09-30,Afternoon,Line B,Product Delta,1166,23,4,59.46,Assembly Error,Changeover
2454,2025-09-30,Night,Line B,Product Delta,1159,71,8,56.26,Surface Defect,Material Shortage
2455,2025-09-30,Morning,Line C,Product Beta,1205,70,15,32.15,Dimensional Error,Mechanical Failure
2456,2025-09-30,Afternoon,Line C,Product Gamma,1125,26,5,70.9,Coating Defect,Mechanical Failure
2457,2025-09-30,Night,Line C,Product Gamma,988,23,4,72.09,Surface Defect,Maintenance
2458,2025-10-01,Morning,Line A,Product Gamma,1570,72,21,9.87,Coating Defect,None
2459,2025-10-01,Afternoon,Line A,Product Delta,1363,59,10,12.93,Surface Defect,None
2460,2025-10-01,Night,Line A,Product Beta,1320,57,8,73.36,Surface Defect,Quality Issue
2461,2025-10-01,Morning,Line B,Product Delta,1299,21,3,17.18,Surface Defect,Quality Issue
2462,2025-10-01,Afternoon,Line B,Product Gamma,1334,29,3,68.82,Surface Defect,Material Shortage
2463,2025-10-01,Night,Line B,Product Delta,1091,50,12,62.16,Coating Defect,Quality Issue
2464,2025-10-01,Morning,Line C,Product Delta,1090,42,10,59.5,Coating Defect,Material Shortage
2465,2025-10-01,Afternoon,Line C,Product Gamma,1046,49,13,35.55,Assembly Error,Quality Issue
2466,2025-10-01,Night,Line C,Product Beta,1040,17,4,70.04,Dimensional Error,Quality Issue
2467,2025-10-02,Morning,Line A,Product Gamma,1505,46,5,26.33,Coating Defect,Mechanical Failure
2468,2025-10-02,Afternoon,Line A,Product Beta,1363,42,8,37.03,Coating Defect,Quality Issue
2469,2025-10-02,Night,Line A,Product Beta,1338,43,5,23.61,Coating Defect,Maintenance
2470,2025-10-02,Morning,Line B,Product Gamma,1260,42,4,10.49,Surface Defect,None
2471,2025-10-02,Afternoon,Line B,Product Alpha,1317,77,10,35.47,Dimensional Error,Changeover
2472,2025-10-02,Night,Line B,Product Gamma,1088,20,2,67.6,Assembly Error,Material Shortage
2473,2025-10-02,Morning,Line C,Product Gamma,1147,35,10,76.07,Assembly Error,Maintenance
2474,2025-10-02,Afternoon,Line C,Product Delta,1055,41,7,21.68,Coating Defect,Mechanical Failure
2475,2025-10-02,Night,Line C,Product Beta,1083,66,14,12.32,Dimensional Error,None
2476,2025-10-03,Morning,Line A,Product Beta,1420,61,8,60.96,Surface Defect,Changeover
2477,2025-10-03,Afternoon,Line A,Product Beta,1475,27,8,20.03,Assembly Error,Mechanical Failure
2478,2025-10-03,Night,Line A,Product Gamma,1342,11,3,68.25,Dimensional Error,Mechanical Failure
2479,2025-10-03,Morning,Line B,Product Beta,1320,72,21,23.95,Surface Defect,Material Shortage
2480,2025-10-03,Afternoon,Line B,Product Alpha,1294,29,7,45.3,Dimensional Error,Mechanical Failure
2481,2025-10-03,Night,Line B,Product Gamma,1105,37,4,77.93,Surface Defect,Mechanical Failure
2482,2025-10-03,Morning,Line C,Product Alpha,1174,24,3,69.39,Surface Defect,Quality Issue
2483,2025-10-03,Afternoon,Line C,Product Beta,1093,46,9,18.24,Dimensional Error,Material Shortage
2484,2025-10-03,Night,Line C,Product Delta,1031,61,7,70.54,Dimensional Error,Mechanical Failure
2485,2025-10-04,Morning,Line A,Product Alpha,1555,96,20,66.07,Surface Defect,Changeover
2486,2025-10-04,Afternoon,Line A,Product Delta,1483,73,20,23.38,Coating Defect,Maintenance
2487,2025-10-04,Night,Line A,Product Alpha,1442,14,4,68.04,Dimensional Error,Mechanical Failure
2488,2025-10-04,Morning,Line B,Product Delta,1224,71,17,11.43,Surface Defect,None
2489,2025-10-04,Afternoon,Line B,Product Alpha,1322,28,5,28.88,Assembly Error,Mechanical Failure
2490,2025-10-04,Night,Line B,Product Delta,1111,29,7,78.35,Dimensional Error,Changeover
2491,2025-10-04,Morning,Line C,Product Delta,1216,19,2,53.66,Surface Defect,Quality Issue
2492,2025-10-04,Afternoon,Line C,Product Alpha,1040,30,6,74.45,Surface Defect,Maintenance
2493,2025-10-04,Night,Line C,Product Alpha,1013,13,4,26.2,Dimensional Error,Quality Issue
2494,2025-10-05,Morning,Line A,Product Gamma,1418,61,5,35.88,Coating Defect,Maintenance
2495,2025-10-05,Afternoon,Line A,Product Delta,1490,23,4,63.91,Dimensional Error,Material Shortage
2496,2025-10-05,Night,Line A,Product Alpha,1342,18,4,59.83,Assembly Error,Quality Issue
2497,2025-10-05,Morning,Line B,Product Beta,1218,41,8,31.82,Coating Defect,Changeover
2498,2025-10-05,Afternoon,Line B,Product Alpha,1234,70,15,41.2,Dimensional Error,Quality Issue
2499,2025-10-05,Night,Line B,Product Delta,1202,63,18,32.79,Assembly Error,Changeover
2500,2025-10-05,Morning,Line C,Product Delta,1177,42,11,29.63,Surface Defect,Maintenance
2501,2025-10-05,Afternoon,Line C,Product Gamma,1021,47,5,60.67,Dimensional Error,Mechanical Failure
2502,2025-10-05,Night,Line C,Product Gamma,1002,16,3,78.98,Coating Defect,Maintenance
2503,2025-10-06,Morning,Line A,Product Delta,1458,16,3,24.02,Assembly Error,Quality Issue
2504,2025-10-06,Afternoon,Line A,Product Delta,1476,91,10,18.06,Coating Defect,Changeover
2505,2025-10-06,Night,Line A,Product Alpha,1380,38,6,26.42,Coating Defect,Quality Issue
2506,2025-10-06,Morning,Line B,Product Beta,1280,21,6,67.3,Assembly Error,Mechanical Failure
2507,2025-10-06,Afternoon,Line B,Product Gamma,1284,62,10,15.91,Coating Defect,Material Shortage
2508,2025-10-06,Night,Line B,Product Delta,1125,47,12,30.74,Surface Defect,Quality Issue
2509,2025-10-06,Morning,Line C,Product Gamma,1189,33,6,76.04,Coating Defect,Quality Issue
2510,2025-10-06,Afternoon,Line C,Product Gamma,1138,37,5,59.86,Coating Defect,Quality Issue
2511,2025-10-06,Night,Line C,Product Gamma,1015,27,3,23.53,Surface Defect,Maintenance
2512,2025-10-07,Morning,Line A,Product Delta,1474,18,5,32.26,Assembly Error,Maintenance
2513,2025-10-07,Afternoon,Line A,Product Alpha,1398,40,4,12.99,Surface Defect,None
2514,2025-10-07,Night,Line A,Product Delta,1434,68,14,69.4,Coating Defect,Material Shortage
2515,2025-10-07,Morning,Line B,Product Alpha,1343,82,7,14.88,Assembly Error,None
2516,2025-10-07,Afternoon,Line B,Product Beta,1331,74,8,82.55,Assembly Error,Quality Issue
2517,2025-10-07,Night,Line B,Product Alpha,1227,53,5,10.29,Coating Defect,None
2518,2025-10-07,Morning,Line C,Product Delta,1072,13,3,76.13,Dimensional Error,Changeover
2519,2025-10-07,Afternoon,Line C,Product Alpha,1020,18,4,37.33,Surface Defect,Quality Issue
2520,2025-10-07,Night,Line C,Product Alpha,1053,64,10,60.13,Surface Defect,Quality Issue
2521,2025-10-08,Morning,Line A,Product Delta,1409,26,7,63.63,Dimensional Error,Quality Issue
2522,2025-10-08,Afternoon,Line A,Product Gamma,1479,87,8,78.18,Surface Defect,Maintenance
2523,2025-10-08,Night,Line A,Product Beta,1379,28,7,61.17,Assembly Error,Material Shortage
2524,2025-10-08,Morning,Line B,Product Gamma,1275,26,4,23.1,Surface Defect,Quality Issue
2525,2025-10-08,Afternoon,Line B,Product Beta,1179,40,12,21.98,Assembly Error,Material Shortage
2526,2025-10-08,Night,Line B,Product Delta,1211,75,15,54.89,Coating Defect,Changeover
2527,2025-10-08,Morning,Line C,Product Beta,1085,35,6,28.73,Surface Defect,Quality Issue
2528,2025-10-08,Afternoon,Line C,Product Delta,1031,27,5,21.28,Surface Defect,Changeover
2529,2025-10-08,Night,Line C,Product Alpha,1087,57,7,71.4,Coating Defect,Changeover
2530,2025-10-09,Morning,Line A,Product Delta,1494,17,4,80.54,Dimensional Error,Maintenance
2531,2025-10-09,Afternoon,Line A,Product Delta,1391,73,9,17.02,Assembly Error,Mechanical Failure
2532,2025-10-09,Night,Line A,Product Beta,1336,60,9,32.95,Surface Defect,Quality Issue
2533,2025-10-09,Morning,Line B,Product Gamma,1274,18,4,77.84,Coating Defect,Maintenance
2534,2025-10-09,Afternoon,Line B,Product Delta,1241,59,7,63.98,Assembly Error,Material Shortage
2535,2025-10-09,Night,Line B,Product Gamma,1139,48,6,33.99,Dimensional Error,Quality Issue
2536,2025-10-09,Morning,Line C,Product Beta,1076,55,8,77.75,Assembly Error,Material Shortage
2537,2025-10-09,Afternoon,Line C,Product Beta,1138,33,3,17.53,Surface Defect,Changeover
2538,2025-10-09,Night,Line C,Product Beta,986,24,4,64.87,Dimensional Error,Mechanical Failure
2539,2025-10-10,Morning,Line A,Product Alpha,1419,86,19,58.87,Dimensional Error,Quality Issue
2540,2025-10-10,Afternoon,Line A,Product Delta,1491,36,6,77.96,Surface Defect,Material Shortage
2541,2025-10-10,Night,Line A,Product Alpha,1436,20,4,52.42,Surface Defect,Quality Issue
2542,2025-10-10,Morning,Line B,Product Gamma,1325,31,3,66.51,Surface Defect,Maintenance
2543,2025-10-10,Afternoon,Line B,Product Delta,1275,36,7,44.45,Assembly Error,Mechanical Failure
2544,2025-10-10,Night,Line B,Product Alpha,1108,46,6,24.23,Coating Defect,Mechanical Failure
2545,2025-10-10,Morning,Line C,Product Delta,1106,23,5,25.5,Assembly Error,Material Shortage
2546,2025-10-10,Afternoon,Line C,Product Beta,1034,32,10,61.98,Surface Defect,Maintenance
2547,2025-10-10,Night,Line C,Product Beta,961,11,1,77.07,Coating Defect,Quality Issue
2548,2025-10-11,Morning,Line A,Product Gamma,1432,29,7,36.89,Surface Defect,Quality Issue
2549,2025-10-11,Afternoon,Line A,Product Gamma,1487,43,4,43.72,Assembly Error,Quality Issue
2550,2025-10-11,Night,Line A,Product Gamma,1421,46,6,53.86,Dimensional Error,Quality Issue
2551,2025-10-11,Morning,Line B,Product Gamma,1358,85,8,8.79,Coating Defect,None
2552,2025-10-11,Afternoon,Line B,Product Delta,1161,11,2,22.53,Surface Defect,Quality Issue
2553,2025-10-11,Night,Line B,Product Alpha,1114,36,9,62.79,Surface Defect,Maintenance
2554,2025-10-11,Morning,Line C,Product Beta,1064,31,5,55.44,Assembly Error,Changeover
2555,2025-10-11,Afternoon,Line C,Product Delta,1034,35,7,16.12,Surface Defect,Quality Issue
2556,2025-10-11,Night,Line C,Product Alpha,972,22,4,20.49,Assembly Error,Maintenance
2557,2025-10-12,Morning,Line A,Product Beta,1414,34,9,26.83,Surface Defect,Quality Issue
2558,2025-10-12,Afternoon,Line A,Product Gamma,1414,20,5,72.36,Surface Defect,Material Shortage
2559,2025-10-12,Night,Line A,Product Alpha,1440,41,12,62.88,Coating Defect,Quality Issue
2560,2025-10-12,Morning,Line B,Product Alpha,1326,71,13,53.49,Dimensional Error,Quality Issue
2561,2025-10-12,Afternoon,Line B,Product Delta,1336,73,15,43.85,Surface Defect,Mechanical Failure
2562,2025-10-12,Night,Line B,Product Beta,1085,21,4,64.06,Surface Defect,Mechanical Failure
2563,2025-10-12,Morning,Line C,Product Gamma,1155,66,12,19.51,Assembly Error,Material Shortage
2564,2025-10-12,Afternoon,Line C,Product Alpha,1142,59,18,27.98,Assembly Error,Material Shortage
2565,2025-10-12,Night,Line C,Product Delta,1094,38,9,62.62,Coating Defect,Material Shortage
2566,2025-10-13,Morning,Line A,Product Delta,1429,78,7,31.82,Assembly Error,Quality Issue
2567,2025-10-13,Afternoon,Line A,Product Gamma,1366,68,6,60.63,Surface Defect,Maintenance
2568,2025-10-13,Night,Line A,Product Alpha,1366,17,2,64.85,Dimensional Error,Changeover
2569,2025-10-13,Morning,Line B,Product Gamma,1289,29,8,35.54,Coating Defect,Maintenance
2570,2025-10-13,Afternoon,Line B,Product Gamma,1294,26,5,27.18,Dimensional Error,Mechanical Failure
2571,2025-10-13,Night,Line B,Product Delta,1248,42,4,72.76,Coating Defect,Changeover
2572,2025-10-13,Morning,Line C,Product Beta,1209,36,9,66.93,Surface Defect,Changeover
2573,2025-10-13,Afternoon,Line C,Product Beta,1079,34,8,35.01,Coating Defect,Quality Issue
2574,2025-10-13,Night,Line C,Product Alpha,1054,26,5,10.79,Assembly Error,None
2575,2025-10-14,Morning,Line A,Product Delta,1435,20,2,23.15,Assembly Error,Quality Issue
2576,2025-10-14,Afternoon,Line A,Product Delta,1398,19,2,21.04,Assembly Error,Material Shortage
2577,2025-10-14,Night,Line A,Product Gamma,1306,11,3,20.73,Coating Defect,Mechanical Failure
2578,2025-10-14,Morning,Line B,Product Gamma,1267,50,11,13.5,Dimensional Error,None
2579,2025-10-14,Afternoon,Line B,Product Alpha,1234,10,2,30.75,Assembly Error,Changeover
2580,2025-10-14,Night,Line B,Product Delta,1122,18,3,72.25,Surface Defect,Changeover
2581,2025-10-14,Morning,Line C,Product Delta,1084,34,7,21.42,Surface Defect,Material Shortage
2582,2025-10-14,Afternoon,Line C,Product Delta,1027,45,6,72.19,Assembly Error,Changeover
2583,2025-10-14,Night,Line C,Product Delta,984,9,1,44.35,Assembly Error,Maintenance
2584,2025-10-15,Morning,Line A,Product Beta,1562,89,10,77.48,Coating Defect,Quality Issue
2585,2025-10-15,Afternoon,Line A,Product Beta,1436,43,13,32.3,Dimensional Error,Changeover
2586,2025-10-15,Night,Line A,Product Gamma,1403,14,3,75.4,Surface Defect,Material Shortage
2587,2025-10-15,Morning,Line B,Product Delta,1221,56,5,19.32,Coating Defect,Mechanical Failure
2588,2025-10-15,Afternoon,Line B,Product Gamma,1307,50,13,79.81,Coating Defect,Changeover
2589,2025-10-15,Night,Line B,Product Delta,1184,24,7,35.3,Coating Defect,Maintenance
2590,2025-10-15,Morning,Line C,Product Delta,1180,15,3,20.4,Surface Defect,Quality Issue
2591,2025-10-15,Afternoon,Line C,Product Beta,1165,22,4,10.28,Dimensional Error,None
2592,2025-10-15,Night,Line C,Product Beta,1095,21,3,72.5,Assembly Error,Mechanical Failure
2593,2025-10-16,Morning,Line A,Product Gamma,1494,50,4,18.84,Dimensional Error,Quality Issue
2594,2025-10-16,Afternoon,Line A,Product Gamma,1518,21,5,79.33,Dimensional Error,Quality Issue
2595,2025-10-16,Night,Line A,Product Gamma,1369,37,10,69.21,Coating Defect,Maintenance
2596,2025-10-16,Morning,Line B,Product Delta,1235,24,2,67.08,Surface Defect,Maintenance
2597,2025-10-16,Afternoon,Line B,Product Beta,1221,64,19,74.06,Dimensional Error,Mechanical Failure
2598,2025-10-16,Night,Line B,Product Beta,1256,55,10,34.99,Surface Defect,Quality Issue
2599,2025-10-16,Morning,Line C,Product Gamma,1099,60,17,9.01,Surface Defect,None
2600,2025-10-16,Afternoon,Line C,Product Alpha,1119,26,4,77.7,Coating Defect,Maintenance
2601,2025-10-16,Night,Line C,Product Gamma,1069,41,4,14.77,Coating Defect,None
2602,2025-10-17,Morning,Line A,Product Alpha,1433,47,14,35.29,Dimensional Error,Quality Issue
2603,2025-10-17,Afternoon,Line A,Product Beta,1512,29,6,79.01,Assembly Error,Mechanical Failure
2604,2025-10-17,Night,Line A,Product Gamma,1332,40,11,77.46,Surface Defect,Mechanical Failure
2605,2025-10-17,Morning,Line B,Product Delta,1225,38,10,70.39,Dimensional Error,Maintenance
2606,2025-10-17,Afternoon,Line B,Product Beta,1280,16,2,34.05,Coating Defect,Changeover
2607,2025-10-17,Night,Line B,Product Beta,1194,19,3,55.86,Surface Defect,Changeover
2608,2025-10-17,Morning,Line C,Product Beta,1192,53,7,68.17,Assembly Error,Quality Issue
2609,2025-10-17,Afternoon,Line C,Product Alpha,1091,34,7,19.62,Assembly Error,Changeover
2610,2025-10-17,Night,Line C,Product Beta,953,15,2,54.41,Coating Defect,Mechanical Failure
2611,2025-10-18,Morning,Line A,Product Delta,1524,58,16,73.41,Coating Defect,Changeover
2612,2025-10-18,Afternoon,Line A,Product Alpha,1532,25,6,26.1,Surface Defect,Material Shortage
2613,2025-10-18,Night,Line A,Product Alpha,1420,87,20,71.81,Dimensional Error,Maintenance
2614,2025-10-18,Morning,Line B,Product Gamma,1338,14,2,54.47,Assembly Error,Maintenance
2615,2025-10-18,Afternoon,Line B,Product Gamma,1200,34,7,42.79,Assembly Error,Changeover
2616,2025-10-18,Night,Line B,Product Beta,1224,33,4,17.57,Coating Defect,Quality Issue
2617,2025-10-18,Morning,Line C,Product Gamma,1129,43,8,42.89,Dimensional Error,Changeover
2618,2025-10-18,Afternoon,Line C,Product Beta,1109,39,9,68.39,Dimensional Error,Quality Issue
2619,2025-10-18,Night,Line C,Product Gamma,993,31,3,25.51,Surface Defect,Maintenance
2620,2025-10-19,Morning,Line A,Product Alpha,1428,85,11,46.6,Coating Defect,Changeover
2621,2025-10-19,Afternoon,Line A,Product Beta,1428,88,12,28.27,Assembly Error,Changeover
2622,2025-10-19,Night,Line A,Product Alpha,1406,24,2,70.68,Surface Defect,Changeover
2623,2025-10-19,Morning,Line B,Product Beta,1244,51,4,56.99,Assembly Error,Changeover
2624,2025-10-19,Afternoon,Line B,Product Alpha,1196,72,9,82.79,Assembly Error,Maintenance
2625,2025-10-19,Night,Line B,Product Gamma,1227,28,7,25.55,Surface Defect,Quality Issue
2626,2025-10-19,Morning,Line C,Product Beta,1062,58,7,20.87,Assembly Error,Quality Issue
2627,2025-10-19,Afternoon,Line C,Product Alpha,1168,43,5,44.07,Dimensional Error,Changeover
2628,2025-10-19,Night,Line C,Product Gamma,1045,35,9,72,Surface Defect,Material Shortage
2629,2025-10-20,Morning,Line A,Product Alpha,1475,34,6,12.68,Coating Defect,None
2630,2025-10-20,Afternoon,Line A,Product Alpha,1453,58,6,19.54,Dimensional Error,Quality Issue
2631,2025-10-20,Night,Line A,Product Alpha,1425,87,9,51.44,Coating Defect,Mechanical Failure
2632,2025-10-20,Morning,Line B,Product Alpha,1356,49,6,70.58,Surface Defect,Quality Issue
2633,2025-10-20,Afternoon,Line B,Product Gamma,1239,62,18,12.23,Surface Defect,None
2634,2025-10-20,Night,Line B,Product Delta,1210,42,5,12.82,Coating Defect,None
2635,2025-10-20,Morning,Line C,Product Gamma,1209,30,5,41.11,Surface Defect,Maintenance
2636,2025-10-20,Afternoon,Line C,Product Gamma,1123,11,1,18.33,Dimensional Error,Mechanical Failure
2637,2025-10-20,Night,Line C,Product Beta,1076,16,1,38.14,Dimensional Error,Maintenance
2638,2025-10-21,Morning,Line A,Product Delta,1499,92,21,54.31,Dimensional Error,Material Shortage
2639,2025-10-21,Afternoon,Line A,Product Beta,1394,86,8,53.55,Coating Defect,Quality Issue
2640,2025-10-21,Night,Line A,Product Delta,1435,36,3,24.05,Coating Defect,Maintenance
2641,2025-10-21,Morning,Line B,Product Gamma,1225,35,8,66.9,Dimensional Error,Quality Issue
2642,2025-10-21,Afternoon,Line B,Product Beta,1280,80,7,77,Assembly Error,Quality Issue
2643,2025-10-21,Night,Line B,Product Delta,1171,46,6,37.99,Assembly Error,Changeover
2644,2025-10-21,Morning,Line C,Product Beta,1111,27,6,25.24,Assembly Error,Mechanical Failure
2645,2025-10-21,Afternoon,Line C,Product Beta,1189,74,17,12.07,Coating Defect,None
2646,2025-10-21,Night,Line C,Product Alpha,1060,28,6,14.75,Assembly Error,None
2647,2025-10-22,Morning,Line A,Product Delta,1574,92,18,21.41,Dimensional Error,Mechanical Failure
2648,2025-10-22,Afternoon,Line A,Product Alpha,1374,46,7,80.09,Assembly Error,Material Shortage
2649,2025-10-22,Night,Line A,Product Delta,1344,85,19,10.85,Dimensional Error,None
2650,2025-10-22,Morning,Line B,Product Beta,1226,63,13,38.11,Surface Defect,Changeover
2651,2025-10-22,Afternoon,Line B,Product Alpha,1239,68,10,48.64,Assembly Error,Material Shortage
2652,2025-10-22,Night,Line B,Product Gamma,1089,63,11,75.46,Assembly Error,Mechanical Failure
2653,2025-10-22,Morning,Line C,Product Alpha,1188,35,4,71.68,Coating Defect,Changeover
2654,2025-10-22,Afternoon,Line C,Product Gamma,1125,33,6,65.67,Coating Defect,Quality Issue
2655,2025-10-22,Night,Line C,Product Alpha,1109,69,12,57.43,Dimensional Error,Quality Issue
2656,2025-10-23,Morning,Line A,Product Alpha,1503,87,26,60.23,Surface Defect,Changeover
2657,2025-10-23,Afternoon,Line A,Product Alpha,1405,64,12,78.16,Surface Defect,Mechanical Failure
2658,2025-10-23,Night,Line A,Product Beta,1364,20,5,76.13,Surface Defect,Changeover
2659,2025-10-23,Morning,Line B,Product Delta,1253,22,7,58.81,Assembly Error,Maintenance
2660,2025-10-23,Afternoon,Line B,Product Gamma,1292,60,18,16.68,Coating Defect,Quality Issue
2661,2025-10-23,Night,Line B,Product Alpha,1241,58,11,15.01,Dimensional Error,Changeover
2662,2025-10-23,Morning,Line C,Product Alpha,1106,15,2,17.98,Surface Defect,Changeover
2663,2025-10-23,Afternoon,Line C,Product Gamma,1039,40,4,27.72,Surface Defect,Material Shortage
2664,2025-10-23,Night,Line C,Product Gamma,1016,39,6,53.39,Assembly Error,Mechanical Failure
2665,2025-10-24,Morning,Line A,Product Delta,1515,31,4,48.37,Coating Defect,Mechanical Failure
2666,2025-10-24,Afternoon,Line A,Product Beta,1459,83,21,36.07,Coating Defect,Mechanical Failure
2667,2025-10-24,Night,Line A,Product Alpha,1421,59,5,18.91,Dimensional Error,Material Shortage
2668,2025-10-24,Morning,Line B,Product Delta,1371,14,1,58.45,Dimensional Error,Maintenance
2669,2025-10-24,Afternoon,Line B,Product Gamma,1314,11,2,59.11,Dimensional Error,Maintenance
2670,2025-10-24,Night,Line B,Product Gamma,1239,60,7,34,Dimensional Error,Mechanical Failure
2671,2025-10-24,Morning,Line C,Product Alpha,1215,11,3,47.55,Coating Defect,Maintenance
2672,2025-10-24,Afternoon,Line C,Product Alpha,1082,56,7,9.33,Surface Defect,None
2673,2025-10-24,Night,Line C,Product Alpha,1052,45,7,8.88,Dimensional Error,None
2674,2025-10-25,Morning,Line A,Product Gamma,1425,39,5,46.76,Dimensional Error,Quality Issue
2675,2025-10-25,Afternoon,Line A,Product Delta,1530,51,4,15.64,Surface Defect,Quality Issue
2676,2025-10-25,Night,Line A,Product Alpha,1363,23,5,26,Surface Defect,Changeover
2677,2025-10-25,Morning,Line B,Product Gamma,1259,49,12,14.64,Coating Defect,None
2678,2025-10-25,Afternoon,Line B,Product Gamma,1219,30,8,33.9,Assembly Error,Maintenance
2679,2025-10-25,Night,Line B,Product Beta,1090,42,7,79.25,Assembly Error,Quality Issue
2680,2025-10-25,Morning,Line C,Product Beta,1218,26,3,43.98,Assembly Error,Material Shortage
2681,2025-10-25,Afternoon,Line C,Product Gamma,1094,56,16,59,Surface Defect,Mechanical Failure
2682,2025-10-25,Night,Line C,Product Delta,1104,58,17,75.28,Assembly Error,Changeover
2683,2025-10-26,Morning,Line A,Product Alpha,1505,75,21,47.11,Surface Defect,Mechanical Failure
2684,2025-10-26,Afternoon,Line A,Product Delta,1387,65,11,13.32,Dimensional Error,None
2685,2025-10-26,Night,Line A,Product Beta,1341,29,8,46.16,Coating Defect,Maintenance
2686,2025-10-26,Morning,Line B,Product Delta,1280,50,14,15.27,Coating Defect,Mechanical Failure
2687,2025-10-26,Afternoon,Line B,Product Delta,1274,43,10,37.48,Surface Defect,Changeover
2688,2025-10-26,Night,Line B,Product Alpha,1154,28,4,27.62,Assembly Error,Material Shortage
2689,2025-10-26,Morning,Line C,Product Alpha,1113,46,5,17.4,Coating Defect,Quality Issue
2690,2025-10-26,Afternoon,Line C,Product Gamma,1075,16,3,14.29,Surface Defect,None
2691,2025-10-26,Night,Line C,Product Delta,1003,59,16,67.52,Dimensional Error,Changeover
2692,2025-10-27,Morning,Line A,Product Beta,1524,66,15,66.46,Surface Defect,Maintenance
2693,2025-10-27,Afternoon,Line A,Product Gamma,1372,34,7,79.28,Surface Defect,Material Shortage
2694,2025-10-27,Night,Line A,Product Alpha,1285,46,8,46.55,Coating Defect,Mechanical Failure
2695,2025-10-27,Morning,Line B,Product Delta,1375,58,16,22.66,Assembly Error,Material Shortage
2696,2025-10-27,Afternoon,Line B,Product Delta,1314,27,6,68.82,Assembly Error,Maintenance
2697,2025-10-27,Night,Line B,Product Delta,1203,64,14,40.1,Surface Defect,Maintenance
2698,2025-10-27,Morning,Line C,Product Delta,1117,34,10,25.77,Assembly Error,Maintenance
2699,2025-10-27,Afternoon,Line C,Product Gamma,1163,64,15,8.58,Surface Defect,None
2700,2025-10-27,Night,Line C,Product Gamma,1029,17,1,37.77,Surface Defect,Changeover
2701,2025-10-28,Morning,Line A,Product Alpha,1528,14,2,39.09,Dimensional Error,Maintenance
2702,2025-10-28,Afternoon,Line A,Product Alpha,1537,18,5,9.65,Surface Defect,None
2703,2025-10-28,Night,Line A,Product Beta,1427,42,7,29.03,Dimensional Error,Mechanical Failure
2704,2025-10-28,Morning,Line B,Product Delta,1278,54,5,37.74,Surface Defect,Maintenance
2705,2025-10-28,Afternoon,Line B,Product Beta,1293,19,4,29.18,Coating Defect,Changeover
2706,2025-10-28,Night,Line B,Product Gamma,1092,35,9,28.29,Surface Defect,Mechanical Failure
2707,2025-10-28,Morning,Line C,Product Delta,1206,61,9,40.81,Surface Defect,Mechanical Failure
2708,2025-10-28,Afternoon,Line C,Product Alpha,1059,27,5,42.26,Coating Defect,Changeover
2709,2025-10-28,Night,Line C,Product Beta,1017,31,3,32.44,Assembly Error,Changeover
2710,2025-10-29,Morning,Line A,Product Delta,1439,82,14,33.82,Surface Defect,Mechanical Failure
2711,2025-10-29,Afternoon,Line A,Product Beta,1536,24,2,56.53,Coating Defect,Material Shortage
